Shortbred_ID	ShortBRED_ARG_Family_Name	DbAcc_ID	Db_Name	Marker_Source	Product_Name	Description	Seq_Type	Database_Source	AMR_Family	AMR_Class	Drug_Targets	AMR_Mechanism	ShortBRED_Analysis	TD_Analysis
MF7080	gb|NP_311275_1|ARO_3000832|evgA__Escherichia_coli	ARO:3000832	CARD	ARDatabase	evgA	protein(s) and two-component regulatory system modulating antibiotic efflux|determinant of antibiotic resistance	Protein	CARD	MFS_antibiotic_efflux_pump_regulator	Gene_modulating_resistance	NA	Efflux_or_operon_regulator	No	No
MF1587	DLFM03_00306|S14_CHL_2|gene-3|+|1094-2305|complete	RF0140	Resfams	FxnlSlxns	Bcr_Cfla	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily"	HMM	TIGRFam	bcr_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	No	Yes
MF1588	DLFM03_00307|S14_DCS_26|gene-1|-|105-1070|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1589	DLFM03_00309|S14_DCS_19|gene-3|-|1798-2823|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1590	DLFM03_00310|S14_CHL_12|gene-3|-|799-1593|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1591	DLFM03_00310|S14_CHL_12|gene-4|-|1699-2910|complete	RF0140	Resfams	FxnlSlxns	Bcr_Cfla	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily"	HMM	TIGRFam	bcr_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	No	Yes
MF1592	DLFM03_00311|S14_TMP_14|gene-4|+|1182-2183|complete	RF0032	Resfams	FxnlSlxns	APH	PF01636.18 Phosphotransferase enzyme family	HMM	Pfam	Unknown_APH	Aminoglycoside_phosphotransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF1593	DLFM03_00312|S14_DCS_12|gene-2|+|699-1535|complete	RF0060	Resfams	FxnlSlxns	DalaDala	PF07478.8 D-ala D-ala ligase C-terminus	HMM	Pfam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1594	DLFM03_00314|S13_TMP_84|gene-2|-|363-911|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1595	DLFM03_00316|S13_TMP_65|gene-2|+|164-958|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1596	DLFM03_00317|S13_DCS_24|gene-3|-|1175-2173|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1597	DLFM03_00319|S13_TMP_111|gene-1|+|118-519|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1598	DLFM03_00320|S13_CHL_3|gene-2|+|856-2028|complete	RF0140	Resfams	FxnlSlxns	Bcr_Cfla	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily"	HMM	TIGRFam	bcr_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	No	Yes
MF1599	DLFM03_00321|S13_DCS_1037|gene-2|-|487-1623|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1600	DLFM03_00322|S13_DCS_1034|gene-2|+|214-1212|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1601	DLFM03_00323|S13_GEN_1015|gene-2|+|762-1202|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF1602	DLFM03_00324|S13_SXT_1065|gene-2|-|388-1209|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1603	DLFM03_00326|S13_TMP_49|gene-3|+|881-1897|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1604	DLFM03_00328|S13_TMP_112|gene-5|-|1969-2481|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1605	DLFM03_00330|S13_DCS_28|gene-4|+|1385-1876|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF1606	DLFM03_00330|S13_DCS_28|gene-5|+|1903-2655|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF1607	DLFM03_00332|S13_CHL_1001|gene-2|+|634-1428|complete	RF0075	Resfams	FxnlSlxns	FmrO	PF07091.6 Ribosomal RNA methyltransferase (FmrO)	HMM	Pfam	FmrO_16S_rRNA_methyltransferase_G1405	16S_rRNA_methyltransferase	Aminoglycosides	Antibiotic_target_alteration	Yes	Yes
MF1608	DLFM03_00332|S13_CHL_1001|gene-3|-|1845-2351|complete	RF0011	Resfams	FxnlSlxns	Acetyl_transf	PF00583.19 Acetyltransferase (GNAT) family	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF1609	DLFM03_00332|S13_CHL_1001|gene-6|-|4516-5562|complete	RF0008	Resfams	FxnlSlxns	ABC_efflux	PF00005.22 ABC transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF1610	DLFM03_00333|S13_TMP_44|gene-2|-|709-1215|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1611	DLFM03_00335|S13_SXT_4|gene-4|-|1102-1632|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1612	DLFM03_00336|S13_TMP_1023|gene-3|-|1907-2410|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1613	DLFM03_00340|S13_TMP_75|gene-3|+|798-1592|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1614	DLFM03_00340|S13_TMP_75|gene-4|+|1725-2225|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1615	DLFM03_00344|S13_TMP_104|gene-2|+|498-992|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1616	DLFM03_00347|S13_SXT_2|gene-3|-|1270-2043|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1617	DLFM03_00349|S13_TMP_120|gene-2|+|416-751|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1618	DLFM03_00350|S13_SXT_1005|gene-2|-|90-584|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1619	DLFM03_00350|S13_SXT_1005|gene-3|-|581-1438|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1620	DLFM03_00353|S13_DCS_14|gene-2|-|588-1586|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1621	DLFM03_00355|S13_TMP_1005|gene-4|+|1364-2191|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1622	DLFM03_00355|S13_TMP_1005|gene-5|+|2188-2664|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1623	DLFM03_00356|S13_SXT_1034|gene-1|-|25-531|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1624	DLFM03_00359|S13_GEN_1027|gene-5|+|2540-3406|complete	RF0095	Resfams	FxnlSlxns	Methyltransf_18	PF12847.2 Methyltransferase domain	HMM	Pfam	Unknown_Methyltransferase_domain	Methyltransferase_domain	NA	Other	No	No
MF1625	DLFM03_00361|S13_TMP_17|gene-3|+|974-2071|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1626	DLFM03_00363|S13_TMP_52|gene-4|-|1570-2064|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1627	DLFM03_00364|S13_SXT_1061|gene-3|-|2061-2567|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1628	DLFM03_00368|S13_DCS_1046|gene-4|-|2234-3208|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1629	DLFM03_00369|S13_SXT_1049|gene-5|-|1700-2566|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1630	DLFM03_00370|S13_TET_1009|gene-4|-|2370-2714|complete	RF0077	Resfams	FxnlSlxns	Glyoxalase	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	HMM	Pfam	Glyoxalase_Bleomycin_Resistant_Protein	Bleomycin_resistant_protein	Glycopeptides	Antibiotic_inactivation	Yes	No
MF1631	DLFM03_00371|S13_DCS_3|gene-2|+|810-1370|complete	RF0061	Resfams	FxnlSlxns	DalaDala	PF01820.16 D-ala D-ala ligase N-terminus	HMM	Pfam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1632	DLFM03_00373|S13_TET_1012|gene-4|+|1819-2796|complete	RF0143	Resfams	FxnlSlxns	drrA	"TIGR01188 drrA: daunorubicin resistance ABC transporter, ATP-binding protein"	HMM	TIGRFam	drrAB_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	Yes
MF1633	DLFM03_00373|S13_TET_1012|gene-5|+|2793-3608|complete	RF0010	Resfams	FxnlSlxns	ABC2	PF01061.19 ABC-2 type transporter	HMM	Pfam	Unknown_ABC_Transporter	ABC_transporter	Multidrug_Class	Antibiotic_efflux	No	No
MF1634	DLFM03_00374|S13_DCS_40|gene-2|-|198-1139|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1635	DLFM03_00375|S13_TMP_8|gene-2|+|290-817|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1636	DLFM03_00376|S13_DCS_22|gene-2|+|634-1695|complete	RF0025	Resfams	FxnlSlxns	Aminotran_4	PF01063.14 Aminotransferase class IV	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF1637	DLFM03_00377|S13_DCS_42|gene-2|+|647-1627|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1638	DLFM03_00378|S13_DCS_41|gene-4|-|1928-2905|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1639	DLFM03_00379|S13_DCS_29|gene-2|+|311-1354|complete	RF0024	Resfams	FxnlSlxns	Aminotran_1_2	PF00155.16 Aminotransferase class I and II	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF1640	DLFM03_00379|S13_DCS_29|gene-3|+|1351-2418|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1641	DLFM03_00381|S13_TMP_1043|gene-4|-|1650-2141|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1642	DLFM03_00381|S13_TMP_1043|gene-5|-|2138-2995|complete	RF0095	Resfams	FxnlSlxns	Methyltransf_18	PF12847.2 Methyltransferase domain	HMM	Pfam	Unknown_Methyltransferase_domain	Methyltransferase_domain	NA	Other	No	No
MF1643	DLFM03_00382|S13_TMP_1042|gene-2|-|629-1117|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1644	DLFM03_00384|S13_DCS_1027|gene-2|-|503-1645|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1645	DLFM03_00385|S13_DCS_1026|gene-1|-|263-1123|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1646	DLFM03_00386|S13_CAZ_1007|gene-3|-|835-1347|complete	RF0012	Resfams	FxnlSlxns	Acetyl_transf	PF13302.1 Acetyltransferase (GNAT) domain	HMM	Pfam	Unknown_AAC	Aminoglycoside_acetyltransferase	Aminoglycosides	Antibiotic_inactivation	Yes	Yes
MF1647	DLFM03_00388|S12_SXT_12|gene-2|+|701-1186|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1648	DLFM03_00391|S12_TMP_58|gene-2|+|775-1287|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1649	DLFM03_00392|S12_TMP_149|gene-2|+|730-1290|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1650	DLFM03_00394|S12_TMP_105|gene-1|+|222-1016|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1651	DLFM03_00394|S12_TMP_105|gene-2|+|1037-1522|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1652	DLFM03_00395|S12_SXT_8|gene-2|+|385-870|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1653	DLFM03_00396|S12_SXT_3|gene-2|+|93-914|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1654	DLFM03_00396|S12_SXT_3|gene-3|+|918-1409|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1655	DLFM03_00397|S12_TMP_102|gene-3|-|839-1327|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1656	DLFM03_00399|S12_TMP_28|gene-2|-|833-1975|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1657	DLFM03_00399|S12_TMP_28|gene-3|-|1965-2138|complete	RF0139	Resfams	FxnlSlxns	Thymidylat_synt	PF00303.14 Thymidylate synthase	HMM	Pfam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1658	DLFM03_00400|S12_SXT_1|gene-2|-|487-984|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1659	DLFM03_00404|S12_CAZ_5|gene-2|+|995-1879|complete	RF0125	Resfams	FxnlSlxns	SubclassB3	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems"	HMM	Resfams	Unknown_Subclass_B3_beta_lactamase	Class_B_beta_lactamase_Subclass_B3	Beta_lactams	Antibiotic_inactivation	Yes	Yes
MF1660	DLFM03_00405|S12_TMP_17|gene-2|+|222-1016|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1661	DLFM03_00405|S12_TMP_17|gene-3|+|1013-1501|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1662	DLFM03_00406|S12_CAZ_9|gene-2|+|494-2713|complete	RF0148	Resfams	FxnlSlxns	Transpeptidase	PF00905.17 Penicillin binding protein transpeptidase domain	HMM	Pfam	Penicillin_binding_protein_transpeptidase_domain	Penicillin_binding_protein_transpeptidase_domain	NA	Antibiotic_target_protection	No	No
MF1663	DLFM03_00406|S12_CAZ_9|gene-3|+|2802-4730|complete	RF0148	Resfams	FxnlSlxns	Transpeptidase	PF00905.17 Penicillin binding protein transpeptidase domain	HMM	Pfam	Penicillin_binding_protein_transpeptidase_domain	Penicillin_binding_protein_transpeptidase_domain	NA	Antibiotic_target_protection	No	No
MF1664	DLFM03_00407|S12_DCS_33|gene-2|+|111-1043|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1665	DLFM03_00408|S12_DCS_34|gene-2|-|220-1347|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1666	DLFM03_00410|S12_TMP_67|gene-2|+|410-889|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1667	DLFM03_00410|S12_TMP_67|gene-3|-|886-1593|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1668	DLFM03_00412|S12_DCS_52|gene-1|-|26-1090|complete	RF0025	Resfams	FxnlSlxns	Aminotran_4	PF01063.14 Aminotransferase class IV	HMM	Pfam	Unknown_Aminotransferase	Aminotransferase	NA	Other	No	No
MF1669	DLFM03_00413|S12_SXT_21|gene-3|-|930-1430|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1670	DLFM03_00415|S12_DCS_42|gene-3|-|2138-3115|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1671	DLFM03_00417|S12_DCS_49|gene-3|-|2656-3675|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1672	DLFM03_00418|S12_TMP_84|gene-2|-|635-1165|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1673	DLFM03_00418|S12_TMP_84|gene-3|-|1162-1956|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1674	DLFM03_00420|S12_TMP_129|gene-2|+|687-1481|complete	RF0146	Resfams	FxnlSlxns	Thymidylat_synt	TIGR03284 thym sym: thymidylate synthase	HMM	TIGRFam	Thymidylate_Synthase	Thymidylate_Synthase	NA	Antibiotic_target_overexpression	No	No
MF1675	DLFM03_00420|S12_TMP_129|gene-3|+|1478-1993|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1676	DLFM03_00421|S12_TMP_91|gene-2|+|717-1247|complete	RF0063	Resfams	FxnlSlxns	DHFR_1	PF00186.14 Dihydrofolate reductase	HMM	Pfam	dhfr	Dihydrofolate_reductase	Diaminopyrimidine	Antibiotic_target_replacement	Yes	Yes
MF1677	DLFM03_00423|S12_DCS_72|gene-2|-|715-1635|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1678	DLFM03_00424|S12_DCS_70|gene-2|+|1106-2032|complete	RF0144	Resfams	FxnlSlxns	DalaDala	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase	HMM	TIGRFam	Unknown_Dala_ligase	Van_ligase	Glycopeptides	Antibiotic_target_alteration	No	No
MF1679	DLFM03_00425|S12_TET_20|gene-2|-|320-1525|complete	RF0140	Resfams	FxnlSlxns	Bcr_Cfla	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily"	HMM	TIGRFam	bcr_MFS_efflux_pump	MFS_efflux_pump	Phenicol	Antibiotic_efflux	No	Yes
